"phecode","phenotype","phecode_exclude_range","sex","rollup","leaf","category_number","category"
"526","Diseases of the jaws","520-526.99","",1,0,10,"digestive"
"526.1","Cysts of the jaws","520-526.99","Both",1,1,10,"digestive"
"526.3","Anomalies of jaw size/symmetry","520-526.99","Both",1,1,10,"digestive"
"526.4","Temporomandibular joint disorders","520-526.99","Both",1,0,10,"digestive"
"526.41","Temporomandibular joint disorder, unspecified","520-526.99","Both",1,1,10,"digestive"
"526.42","Arthralgia/ankylosis of temporomandibular joint","520-526.99","Both",1,1,10,"digestive"
"526.5","Inflammatory conditions of jaw","520-526.99","Both",1,1,10,"digestive"
"526.8","Exostosis of jaw","520-526.99","Both",1,1,10,"digestive"
"526.9","Jaw disease NOS","520-526.99","Both",1,1,10,"digestive"
"527","Diseases of the salivary glands","527-529.99","",1,0,10,"digestive"
"527.1","Hypertrophy of salivary gland","527-529.99","Both",1,1,10,"digestive"
"527.2","Sialoadenitis","527-529.99","Both",1,1,10,"digestive"
"527.7","Disturbance of salivary secretion","527-529.99","Both",1,1,10,"digestive"
"527.8","Other specified diseases of the salivary glands","527-529.99","Both",1,1,10,"digestive"
"528","Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue","527-529.99","",1,0,10,"digestive"
"528.1","Stomatitis and mucositis","527-529.99","Both",1,0,10,"digestive"
"528.11","Stomatitis and mucositis (ulcerative)","527-529.99","Both",1,1,10,"digestive"
"528.12","Oral aphthae","527-529.99","Both",1,1,10,"digestive"
"528.3","Cellulitis and abscess of oral soft tissues","527-529.99","Both",1,1,10,"digestive"
"528.4","Cysts of oral soft tissues","527-529.99","Both",1,0,10,"digestive"
"528.41","Cyst of the salivary gland","527-529.99","Both",1,1,10,"digestive"
"528.5","Diseases of lips","527-529.99","Both",1,1,10,"digestive"
"528.6","Leukoplakia of oral mucosa","527-529.99","Both",1,1,10,"digestive"
"528.7","Sialolithiasis","527-529.99","Both",1,1,10,"digestive"
"529","Diseases and other conditions of the tongue","527-529.99","",1,0,10,"digestive"
"529.1","Glossitis","527-529.99","Both",1,1,10,"digestive"
"529.6","Glossodynia","527-529.99","Both",1,1,10,"digestive"
"530","Diseases of esophagus","530-530.99, 532-532.99","",1,0,10,"digestive"
"530.1","Esophagitis, GERD and related diseases","530-530.99, 532-532.99","",1,0,10,"digestive"
"530.11","GERD","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.12","Ulcer of esophagus","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.13","Barrett's esophagus","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.14","Reflux esophagitis","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.15","Eosinophilic esophagitis","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.2","Esophageal bleeding (varices/hemorrhage)","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.3","Stricture and stenosis of esophagus","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.5","Disorders of esophageal motility","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.6","Diverticulum of esophagus, acquired","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.7","Gastroesophageal laceration-hemorrhage syndrome","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"530.9","Heartburn","530-530.99, 532-532.99","Both",0,1,10,"digestive"
"531","Peptic ulcer (excl. esophageal)","531-531.99","",1,0,10,"digestive"
"531.1","Hemorrhage from gastrointestinal ulcer","531-531.99","Both",1,1,10,"digestive"
"531.2","Gastric ulcer","531-531.99","Both",1,1,10,"digestive"
"531.3","Duodenal ulcer","531-531.99","Both",1,1,10,"digestive"
"531.4","Peptic ulcer, site unspecified","531-531.99","Both",1,1,10,"digestive"
"531.5","Gastrojejunal ulcer","531-531.99","Both",1,1,10,"digestive"
"532","Dysphagia","530-530.99, 532-532.99","Both",1,1,10,"digestive"
"535","Gastritis and duodenitis","535-537.99","",1,0,10,"digestive"
"535.1","Acute gastritis","535-537.99","Both",1,1,10,"digestive"
"535.2","Atrophic gastritis","535-537.99","Both",1,1,10,"digestive"
"535.6","Duodenitis","535-537.99","Both",1,1,10,"digestive"
"535.8","Other specified gastritis","535-537.99","Both",1,1,10,"digestive"
"535.9","Gastritis and duodenitis, NOS","535-537.99","Both",1,1,10,"digestive"
"536","Disorders of function of stomach","535-537.99","",1,0,10,"digestive"
"536.3","Gastroparesis","535-537.99","Both",1,1,10,"digestive"
"536.7","Complications of gastrostomy, colostomy and enterostomy","535-537.99","Both",1,1,10,"digestive"
"536.8","Dyspepsia and other specified disorders of function of stomach","535-537.99","Both",1,1,10,"digestive"
"537","Other disorders of stomach and duodenum","535-537.99","",1,0,10,"digestive"
"537.1","Lesions of stomach and duodenum","535-537.99","Both",1,1,10,"digestive"
"539","Bariatric surgery","539-539.99","Both",1,1,10,"digestive"
"540","Appendiceal conditions","540-540.99","",1,0,10,"digestive"
"540.1","Appendicitis","540-540.99","Both",1,0,10,"digestive"
"540.11","Acute appendicitis","540-540.99","Both",1,1,10,"digestive"
"550","Abdominal hernia","550-550.99","",1,0,10,"digestive"
"550.1","Inguinal hernia","550-550.99","Both",1,1,10,"digestive"
"550.2","Diaphragmatic hernia","550-550.99","Both",1,1,10,"digestive"
"550.3","Femoral hernia","550-550.99","Both",1,1,10,"digestive"
"550.4","Umbilical hernia","550-550.99","Both",1,1,10,"digestive"
"550.5","Ventral hernia","550-550.99","Both",1,1,10,"digestive"
"550.6","Incisional hernia","550-550.99","Both",1,1,10,"digestive"
"555","Inflammatory bowel disease and other gastroenteritis and colitis","555-564.99","",1,0,10,"digestive"
"555.1","Regional enteritis","555-564.99","Both",1,1,10,"digestive"
"555.2","Ulcerative colitis","555-564.99","Both",1,0,10,"digestive"
"555.21","Ulcerative colitis (chronic)","555-564.99","Both",1,1,10,"digestive"
"556","Ulceration of the lower GI tract","555-564.99","Both",1,0,10,"digestive"
"556.1","Ulceration of intestine","555-564.99","Both",1,0,10,"digestive"
"556.11","Angiodysplasia of intestine (without mention of hemorrhage)","555-564.99","Both",1,1,10,"digestive"
"557","Intestinal malabsorption (non-celiac)","555-564.99","Both",1,1,10,"digestive"
"557.1","Celiac disease","555-564.99","Both",0,1,10,"digestive"
"558","Noninfectious gastroenteritis","555-564.99","Both",1,1,10,"digestive"
"559","Ileostomy status","555-564.99","Both",1,1,10,"digestive"
"560","Intestinal obstruction without mention of hernia","555-564.99","",1,0,10,"digestive"
"560.1","Paralytic ileus","555-564.99","Both",1,1,10,"digestive"
"560.2","Impaction of intestine","555-564.99","Both",1,1,10,"digestive"
"560.3","Peritoneal or intestinal adhesions","555-564.99","Both",1,1,10,"digestive"
"560.4","Other intestinal obstruction","555-564.99","Both",1,1,10,"digestive"
"561","Symptoms involving digestive system","555-564.99","Both",1,0,10,"digestive"
"561.1","Diarrhea","555-564.99","Both",1,0,10,"digestive"
"561.2","Flatulence","555-564.99","Both",1,0,10,"digestive"
"562","Diverticulosis and diverticulitis","555-564.99","",1,0,10,"digestive"
"562.1","Diverticulosis","555-564.99","Both",1,1,10,"digestive"
"562.2","Diverticulitis","555-564.99","Both",1,1,10,"digestive"
"563","Constipation","555-564.99","Both",1,0,10,"digestive"
"564","Functional digestive disorders","555-564.99","",1,0,10,"digestive"
"564.1","Irritable Bowel Syndrome","555-564.99","",1,1,10,"digestive"
"564.8","Abnormal findings on exam of gastrointestinal tract/ abdominal area","555-564.99","Both",1,0,10,"digestive"
"564.9","Personal history of diseases of digestive system","555-564.99","Both",1,1,10,"digestive"
"565","Anal and rectal conditions","565-569.99","",1,0,10,"digestive"
"565.1","Anal and rectal polyp","565-569.99","Both",1,1,10,"digestive"
"567","Peritonitis and retroperitoneal infections","565-569.99","",1,1,10,"digestive"
"568","Other disorders of peritoneum","565-569.99","",1,0,10,"digestive"
"568.1","Peritoneal adhesions (postoperative) (postinfection)","565-569.99","Both",1,1,10,"digestive"
"569","Other disorders of intestine","565-569.99","",1,0,10,"digestive"
"569.1","Toxic gastroenteritis and colitis","565-569.99","Both",1,1,10,"digestive"
"569.2","Gastrointestinal complications","565-569.99","Both",1,1,10,"digestive"
"571","Chronic liver disease and cirrhosis","570-573.99","Both",1,0,10,"digestive"
"571.5","Other chronic nonalcoholic liver disease","570-573.99","Both",1,0,10,"digestive"
"571.51","Cirrhosis of liver without mention of alcohol","570-573.99","Both",1,1,10,"digestive"
"571.6","Primary biliary cirrhosis","570-573.99","Both",1,1,10,"digestive"
"571.8","Liver abscess and sequelae of chronic liver disease","570-573.99","Both",1,0,10,"digestive"
"571.81","Portal hypertension","570-573.99","Both",1,1,10,"digestive"
"572","Ascites (non malignant)","570-573.99","",1,1,10,"digestive"
"573","Other disorders of liver","570-573.99","",1,0,10,"digestive"
"573.1","Chronic passive congestion of liver","570-573.99","Both",1,1,10,"digestive"
"573.2","Liver replaced by transplant","570-573.99","Both",0,1,10,"digestive"
"573.3","Hepatomegaly","570-573.99","Both",0,1,10,"digestive"
"573.4","Acute and subacute necrosis of liver","570-573.99","Both",0,1,10,"digestive"
"573.5","Jaundice (not of newborn)","570-573.99","Both",0,1,10,"digestive"
"573.6","Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]","570-573.99","Both",0,1,10,"digestive"
"573.7","Abnormal results of function study of liver","570-573.99","Both",0,1,10,"digestive"
"573.9","Abnormal serum enzyme levels","570-573.99","Both",0,1,10,"digestive"
"574","Cholelithiasis and cholecystitis","574-576.99","",1,0,10,"digestive"
"574.1","Cholelithiasis","574-576.99","Both",1,0,10,"digestive"
"574.11","Cholelithiasis with acute cholecystitis","574-576.99","Both",1,1,10,"digestive"
"574.12","Cholelithiasis with other cholecystitis","574-576.99","Both",1,1,10,"digestive"
"574.2","Calculus of bile duct","574-576.99","Both",1,1,10,"digestive"
"574.3","Cholecystitis without cholelithiasis","574-576.99","Both",1,1,10,"digestive"
"575","Other biliary tract disease","574-576.99","",1,0,10,"digestive"
"575.1","Cholangitis","574-576.99","Both",1,1,10,"digestive"
"575.2","Obstruction of bile duct","574-576.99","Both",1,1,10,"digestive"
"575.6","Cholesterolosis of gallbladder","574-576.99","Both",1,1,10,"digestive"
"575.7","Other disorders of gallbladder","574-576.99","Both",1,1,10,"digestive"
"575.8","Other disorders of biliary tract","574-576.99","Both",1,1,10,"digestive"
"575.9","Nonspecific abnormal findings on radiological and other examination of biliary tract","574-576.99","Both",1,1,10,"digestive"
"577","Diseases of pancreas","577-577.99","",1,0,10,"digestive"
"577.1","Acute pancreatitis","577-577.99","Both",1,1,10,"digestive"
"577.2","Chronic pancreatitis","577-577.99","Both",1,1,10,"digestive"
"577.3","Cyst and pseudocyst of pancreas","577-577.99","Both",1,1,10,"digestive"
"578","Gastrointestinal hemorrhage","578-579.99","",1,0,10,"digestive"
"578.1","Hematemesis","578-579.99","Both",1,1,10,"digestive"
"578.2","Blood in stool","578-579.99","Both",1,1,10,"digestive"
"578.8","Hemorrhage of rectum and anus","578-579.99","Both",1,1,10,"digestive"
"578.9","Hemorrhage of gastrointestinal tract","578-579.99","Both",1,1,10,"digestive"
"579","Other symptoms involving abdomen and pelvis","578-579.99","",1,0,10,"digestive"
"579.2","Splenomegaly","578-579.99","Both",1,1,10,"digestive"
"579.8","Nonspecific abnormal findings in stool contents","578-579.99","Both",0,1,10,"digestive"
"580","Nephritis; nephrosis; renal sclerosis","580-590.99","",1,0,11,"genitourinary"
"580.1","Glomerulonephritis","580-590.99","Both",1,0,11,"genitourinary"
"580.11","Proliferative glomerulonephritis","580-590.99","Both",1,1,11,"genitourinary"
"580.12","Non-proliferative glomerulonephritis","580-590.99","Both",1,1,11,"genitourinary"
"580.13","Acute glomerulonephritis, NOS","580-590.99","Both",1,1,11,"genitourinary"
"580.14","Chronic glomerulonephritis, NOS","580-590.99","Both",1,1,11,"genitourinary"
"580.2","Nephrotic syndrome without mention of glomerulonephritis","580-590.99","Both",1,1,11,"genitourinary"
"580.3","Nephritis and nephropathy without mention of glomerulonephritis","580-590.99","Both",1,0,11,"genitourinary"
"580.31","Nephritis and nephropathy in diseases classified elsewhere","580-590.99","Both",1,1,11,"genitourinary"
"580.32","Nephritis and nephropathy with pathological lesion","580-590.99","Both",1,1,11,"genitourinary"
"580.4","Renal sclerosis, NOS","580-590.99","Both",1,1,11,"genitourinary"
"585","Renal failure","580-590.99","",1,0,11,"genitourinary"
"585.1","Acute renal failure","580-590.99","Both",1,1,11,"genitourinary"
"585.2","Renal failure NOS","580-590.99","Both",1,1,11,"genitourinary"
"585.3","Chronic renal failure [CKD]","580-590.99","Both",1,0,11,"genitourinary"
"585.31","Renal dialysis","580-590.99","Both",1,1,11,"genitourinary"
"585.32","End stage renal disease","580-590.99","Both",1,1,11,"genitourinary"
"585.33","Chronic Kidney Disease, Stage III","580-590.99","Both",1,1,11,"genitourinary"
"585.34","Chronic Kidney Disease, Stage IV","580-590.99","Both",1,1,11,"genitourinary"
"585.4","Chronic kidney disease, Stage I or II","580-590.99","Both",1,1,11,"genitourinary"
"586","Other disorders of the kidney and ureters","580-590.99","",1,0,11,"genitourinary"
"586.1","Anatomical abnormatilies of kidney and ureters","580-590.99","Both",1,0,11,"genitourinary"
"586.11","Small kidney","580-590.99","Both",1,1,11,"genitourinary"
"586.12","Vesicoureteral reflux","580-590.99","Both",1,1,11,"genitourinary"
"586.2","Cyst of kidney, acquired","580-590.99","Both",1,1,11,"genitourinary"
"586.3","Vascular disorders of kidney/hypertrophy","580-590.99","Both",1,1,11,"genitourinary"
"586.4","Stricture/obstruction of ureter","580-590.99","Both",1,1,11,"genitourinary"
"587","Kidney replaced by transpant","580-590.99","",1,1,11,"genitourinary"
"588","Disorders resulting from impaired renal function","580-590.99","",1,0,11,"genitourinary"
"588.1","Renal osteodystrophy","580-590.99","Both",1,1,11,"genitourinary"
"588.2","Secondary hyperparathyroidism (of renal origin)","580-590.99","Both",1,1,11,"genitourinary"
"589","Abnormal results of function study of kidney","580-590.99","",1,1,11,"genitourinary"
"590","Pyelonephritis","590-593.99","",1,1,11,"genitourinary"
"591","Urinary tract infection","590-593.99","",1,1,11,"genitourinary"
"592","Cystitis and urethritis","590-593.99","",1,0,11,"genitourinary"
"592.1","Cystitis","590-593.99","Both",1,0,11,"genitourinary"
"592.11","Acute cystitis","590-593.99","Both",1,1,11,"genitourinary"
"592.12","Chronic cystitis","590-593.99","Both",1,1,11,"genitourinary"
"592.13","Chronic interstitial cystitis","590-593.99","Both",1,1,11,"genitourinary"
"592.2","Urethritis and urethral syndrome","590-593.99","Both",1,0,11,"genitourinary"
"592.21","Urethral syndrome","590-593.99","Both",1,1,11,"genitourinary"
"592.3","Urethral stricture due to infecton","590-593.99","Both",1,1,11,"genitourinary"
"593","Hematuria","590-593.99","Both",1,0,11,"genitourinary"
"593.1","Gross hematuria","590-593.99","Both",1,1,11,"genitourinary"
"593.2","Microscopic hematuria","590-593.99","Both",0,1,11,"genitourinary"
"594","Urinary calculus","594-595.99","Both",1,0,11,"genitourinary"
"594.1","Calculus of kidney","594-595.99","Both",1,1,11,"genitourinary"
"594.2","Calculus of lower urinary tract","594-595.99","Both",1,1,11,"genitourinary"
"594.3","Calculus of ureter","594-595.99","Both",1,1,11,"genitourinary"
"594.8","Renal colic","594-595.99","Both",1,1,11,"genitourinary"
"595","Hydronephrosis","594-595.99","",1,1,11,"genitourinary"
"596","Other disorders of bladder","595-597.99","",1,0,11,"genitourinary"
"596.1","Bladder neck obstruction","595-597.99","Both",1,1,11,"genitourinary"
"596.5","Functional disorders of bladder","595-597.99","Both",1,1,11,"genitourinary"
"597","Other disorders of urethra and urinary tract","595-597.99","",1,0,11,"genitourinary"
"597.1","Urethral stricture (not specified as infectious)","595-597.99","Both",1,1,11,"genitourinary"
"597.2","Urinary complications NEC","595-597.99","Both",0,1,11,"genitourinary"
"597.8","Urethral hypermobility/ISD","595-597.99","Both",1,1,11,"genitourinary"
"598","Abnormal findings on examination of urine","598-598.99","",1,0,11,"genitourinary"
"598.4","Other cells and casts in urine","598-598.99","Both",1,1,11,"genitourinary"
"598.9","Other nonspecific findings on examination of urine","598-598.99","Both",1,0,11,"genitourinary"
"599","Other symptoms/disorders or the urinary system","599-599.99","",1,0,11,"genitourinary"
"599.1","Urinary obstruction","599-599.99","",0,1,11,"genitourinary"
"599.2","Retention of urine","599-599.99","",0,1,11,"genitourinary"
"599.3","Dysuria","599-599.99","Both",1,1,11,"genitourinary"
"599.4","Urinary incontinence","599-599.99","Both",1,1,11,"genitourinary"
"599.5","Frequency of urination and polyuria","599-599.99","Both",1,1,11,"genitourinary"
"599.6","Oliguria and anuria","599-599.99","Both",1,1,11,"genitourinary"
"599.7","Urethral discharge","599-599.99","Both",1,1,11,"genitourinary"
"599.8","Other symptoms involving urinary system","599-599.99","Both",1,1,11,"genitourinary"
"599.9","Other abnormality of urination","599-599.99","Both",1,1,11,"genitourinary"
"600","Hyperplasia of prostate","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"601","Inflammatory diseases of prostate","185-187.99, 796-796.99, 600-602.99","Male",1,0,11,"genitourinary"
"601.1","Prostatitis","185-187.99, 796-796.99, 600-602.99","Male",1,0,11,"genitourinary"
"601.11","Acute prostatitis","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"601.12","Chronic prostatitis","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"601.3","Orchitis and epididymitis","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"601.4","Balanoposthitis","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"601.8","Other inflammatory disorders of male genital organs","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"602","Other disorders of prostate","185-187.99, 796-796.99, 600-602.99","Male",1,0,11,"genitourinary"
"602.3","Dysplasia of prostate","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"603","Other disorders of testis","600-609.99","Male",1,0,11,"genitourinary"
"603.1","Hydrocele","600-609.99","Male",1,1,11,"genitourinary"
"603.2","Spermatocele","600-609.99","Male",1,1,11,"genitourinary"
"604","Disorders of penis","600-609.99","Male",1,0,11,"genitourinary"
"604.1","Redundant prepuce and phimosis/BXO","600-609.99","Male",1,1,11,"genitourinary"
"604.2","Vascular disorders of penis","600-609.99","Male",1,1,11,"genitourinary"
"604.3","Peyronie's disease","600-609.99","Male",1,1,11,"genitourinary"
"605","Erectile dysfunction [ED]","600-609.99","Male",1,1,11,"genitourinary"
"608","Other disorders of male genital organs","600-609.99","Male",1,1,11,"genitourinary"
"609","Male infertility and abnormal spermatozoa","600-609.99","Male",1,0,11,"genitourinary"
"609.1","Infertility, male","600-609.99","Male",1,0,11,"genitourinary"
"609.11","Azoospermia and oligospermia","600-609.99","Male",1,1,11,"genitourinary"
"609.2","Abnormal spermatozoa","600-609.99","Male",1,1,11,"genitourinary"
"610","Benign mammary dysplasias","610-613.99","Female",1,0,11,"genitourinary"
"610.1","Cystic mastopathy","610-613.99","Female",1,1,11,"genitourinary"
"610.2","Fibroadenosis of breast","610-613.99","Female",1,1,11,"genitourinary"
"610.3","Fibrosclerosis of breast","610-613.99","Female",1,1,11,"genitourinary"
"610.4","Benign neoplasm of breast","610-613.99","Female",1,1,11,"genitourinary"
"610.8","Other specified benign mammary dysplasias","610-613.99","Female",0,1,11,"genitourinary"
"611","Abnormal findings on mammogram or breast exam","610-613.99","Both",1,0,11,"genitourinary"
"611.1","Abnormal mammogram","610-613.99","Both",1,0,11,"genitourinary"
"611.11","Mammographic microcalcification","610-613.99","Both",1,1,11,"genitourinary"
"611.3","Lump or mass in breast","610-613.99","Both",1,1,11,"genitourinary"
"612","Breast conditions, congenital or relating to hormones","610-613.99","Both",1,0,11,"genitourinary"
"612.1","Galactorrhea","610-613.99","Both",1,1,11,"genitourinary"
"612.2","Hypertrophy of breast (Gynecomastia)","610-613.99","Both",1,1,11,"genitourinary"
"612.3","Congenital anomalies of breast","610-613.99","Both",1,1,11,"genitourinary"
"613","Other nonmalignant breast conditions","613-613.99","Both",1,0,11,"genitourinary"
"613.1","Inflammatory disease of breast","613-613.99","Both",1,1,11,"genitourinary"
"613.5","Mastodynia","613-613.99","Both",1,1,11,"genitourinary"
"613.7","Other signs and symptoms in breast","613-613.99","Both",1,1,11,"genitourinary"
"613.8","Other specified disorders of breast","613-613.99","Both",1,1,11,"genitourinary"
"613.9","Breast disorder NOS","613-613.99","Both",1,1,11,"genitourinary"
"614","Inflammatory diseases of female pelvic organs","614-616.99","Female",1,0,11,"genitourinary"
"614.1","Pelvic peritoneal adhesions, female (postoperative) (postinfection)","614-616.99","Female",1,1,11,"genitourinary"
"614.3","Pelvic inflammatory disease (PID)","614-616.99","Female",1,0,11,"genitourinary"
"614.31","Acute inflammatory pelvic disease","614-616.99","Female",1,1,11,"genitourinary"
"614.32","Chronic inflammatory pelvic disease","614-616.99","Female",1,1,11,"genitourinary"
"614.33","Pelvic inflammatory disease, NOS","614-616.99","Female",1,1,11,"genitourinary"
"614.4","Inflammatory diseases of uterus, except cervix","614-616.99","Female",1,1,11,"genitourinary"
"614.5","Inflammatory disease of cervix, vagina, and vulva","614-616.99","Female",1,0,11,"genitourinary"
"614.51","Cervicitis and endocervicitis","614-616.99","Female",1,1,11,"genitourinary"
"614.52","Vaginitis and vulvovaginitis","614-616.99","Female",1,1,11,"genitourinary"
"614.53","Cyst or abscess of Bartholin's gland","614-616.99","Female",1,1,11,"genitourinary"
"614.54","Abscess or ulceration of vulva","614-616.99","Female",1,1,11,"genitourinary"
"615","Endometriosis","614-616.99","Female",1,1,11,"genitourinary"
"617","Disorders secondary to childbirth, surgery, trauma","617-618.99","Female",1,0,11,"genitourinary"
"618","Genital prolapse","617-618.99","Female",1,0,11,"genitourinary"
"618.1","Prolapse of vaginal walls","617-618.99","Female",1,1,11,"genitourinary"
"618.2","Uterine/Uterovaginal prolapse","617-618.99","Female",1,1,11,"genitourinary"
"618.5","Prolapse of vaginal vault after hysterectomy","617-618.99","Female",1,1,11,"genitourinary"
"618.6","Vaginal enterocele, congenital or acquired","617-618.99","Female",1,1,11,"genitourinary"
"619","Noninflammatory female genital disorders","619-619.99","Female",1,0,11,"genitourinary"
"619.1","Noninflammatory disorders of ovary, fallopian tube, and broad ligament","619-619.99","Female",1,1,11,"genitourinary"
"619.2","Disorders of uterus, NEC","619-619.99","Female",1,1,11,"genitourinary"
"619.3","Noninflammatory disorders of cervix","619-619.99","Female",1,1,11,"genitourinary"
"619.4","Noninflammatory disorders of vagina","619-619.99","Female",1,1,11,"genitourinary"
"619.5","Noninflammatory disorders of vulva and perineum","619-619.99","Female",1,1,11,"genitourinary"
"620","Dysplasia of female genital organs","620-623.99","Female",1,0,11,"genitourinary"
"620.1","Dysplasia of cervix","620-623.99","Female",1,1,11,"genitourinary"
"621","Endometrial hyperplasia","620-623.99","Female",1,1,11,"genitourinary"
"622","Polyp of female genital organs","620-623.99","Female",1,0,11,"genitourinary"
"622.1","Polyp of corpus uteri","620-623.99","Female",1,1,11,"genitourinary"
"622.2","Mucous polyp of cervix","620-623.99","Female",1,1,11,"genitourinary"
"623","Hypertrophy of female genital organs","620-623.99","Female",1,1,11,"genitourinary"
"624","Symptoms involving female genital tract","624-625.99","Female",1,0,11,"genitourinary"
"624.1","Dystrophy of female genital tract","624-625.99","Female",1,1,11,"genitourinary"
"624.2","Atrophy of female genital tract","624-625.99","Female",1,1,11,"genitourinary"
"624.9","stress incontinence, female","624-625.99","Female",0,1,11,"genitourinary"
"625","Pain and other symptoms associated with female genital organs","624-625.99","Female",1,0,11,"genitourinary"
"625.1","Dyspareunia","624-625.99","Female",1,1,11,"genitourinary"
"626","Disorders of menstruation and other abnormal bleeding from female genital tract","626-628.99","Female",1,0,11,"genitourinary"
"626.1","Irregular menstrual cycle/bleeding","626-628.99","Female",1,0,11,"genitourinary"
"626.11","Absent or infrequent menstruation","626-628.99","Female",1,1,11,"genitourinary"
"626.12","Excessive or frequent menstruation","626-628.99","Female",1,1,11,"genitourinary"
"626.13","Irregular menstrual cycle","626-628.99","Female",1,1,11,"genitourinary"
"626.14","Irregular menstrual bleeding","626-628.99","Female",1,1,11,"genitourinary"
"626.15","Infertility, female, associated with anovulation","626-628.99","Female",1,1,11,"genitourinary"
"626.2","Dysmenorrhea","626-628.99","Female",1,0,11,"genitourinary"
"626.21","Mittelschmerz","626-628.99","Female",1,1,11,"genitourinary"
"626.4","Premenstrual tension syndromes","626-628.99","Female",1,1,11,"genitourinary"
"626.8","Infertility, female","626-628.99","Female",1,1,11,"genitourinary"
"627","Menopausal and postmenopausal disorders","626-628.99","Female",1,0,11,"genitourinary"
"627.1","Postmenopausal bleeding","626-628.99","Female",1,1,11,"genitourinary"
"627.2","Symptomatic menopause","626-628.99","Female",1,0,11,"genitourinary"
"627.21","Symptomatic artificial menopause","626-628.99","Female",1,1,11,"genitourinary"
"627.22","Need for Hormone replacement therapy (postmenopausal)","626-628.99","Female",1,1,11,"genitourinary"
"627.3","Postmenopausal atrophic vaginitis","626-628.99","Female",1,1,11,"genitourinary"
"627.4","Premenopausal menorrhagia","626-628.99","Female",1,1,11,"genitourinary"
"627.5","Premature menopause and other ovarian failure","626-628.99","Female",1,1,11,"genitourinary"
"628","Ovarian cyst","626-628.99","Female",1,1,11,"genitourinary"
"634","Miscarriage; stillbirth","634-636.99","Female",1,0,12,"pregnancy complications"
"634.1","Missed abortion/Hydatidiform mole","634-636.99","Female",1,1,12,"pregnancy complications"
"634.3","Ectopic pregnancy","634-636.99","Female",1,1,12,"pregnancy complications"
"635","Hemorrhage during pregnancy; childbirth and postpartum","634-636.99","Female",1,0,12,"pregnancy complications"
"635.2","Antepartum hemorrhage, abruptio placentae, and placenta previa","634-636.99","Female",1,1,12,"pregnancy complications"
"635.3","Placenta previa and abruptio placenta","634-636.99","Female",1,1,12,"pregnancy complications"
"636","Early or threatened labor; hemorrhage in early pregnancy","634-636.99","Female",1,0,12,"pregnancy complications"
"636.1","Threatened premature labor","634-636.99","Female",1,1,12,"pregnancy complications"
"636.2","Early onset of delivery","634-636.99","Female",1,1,12,"pregnancy complications"
"636.3","Hemorrhage in early pregnancy","634-636.99","Female",1,1,12,"pregnancy complications"
"636.8","Cervical incompetence","634-636.99","Female",1,1,12,"pregnancy complications"
"637","Short gestation; low birth weight; and fetal growth retardation","634-639.99","Both",1,1,12,"pregnancy complications"
"638","Other high-risk pregnancy","634-639.99","Female",1,0,12,"pregnancy complications"
"639","Complications following abortion or ectopic and molar pregnancies","634-639.99","Female",1,0,12,"pregnancy complications"
"642","Hypertension complicating pregnancy, childbirth, and the puerperium","642-642.99","Female",1,0,12,"pregnancy complications"
"642.1","Preeclampsia and eclampsia","642-642.99","Female",1,1,12,"pregnancy complications"
"643","Excessive vomiting in pregnancy","643-643.99","Female",1,0,12,"pregnancy complications"
"643.1","Hyperemesis gravidarum","643-643.99","Female",1,1,12,"pregnancy complications"
"644","Anemia during pregnancy","644-644.99","Female",1,1,12,"pregnancy complications"
"645","Late pregnancy and failed induction","645-645.99","Female",1,0,12,"pregnancy complications"
"646","Other complications of pregnancy NEC","646-646.99","Female",1,1,12,"pregnancy complications"
"647","Infectious and parasitic complications affecting pregnancy","647-647.99","Female",1,1,12,"pregnancy complications"
"647.1","Infections of genitourinary tract during pregnancy","647-647.99","Female",0,1,12,"pregnancy complications"
"647.3","Major puerperal infection","647-647.99","Female",0,1,12,"pregnancy complications"
"649","Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium","649-649.99","Female",1,1,12,"pregnancy complications"
"649.1","Diabetes or abnormal glucose tolerance complicating pregnancy","649-649.99","Female",0,1,12,"pregnancy complications"
